Close Price,count,edge_count,node_count,degree,transitivity,centrality,average_clustering,number_connected_components,density,log_ret
14.035,2662,2421,4447,1.088823926,1.43E-05,0.703963021,0.000794461,2459,0.0002449,-0.003023568
14.03833333,1270,1097,1979,1.108640728,0.000388128,0.588606988,0.005267635,1144,0.000560486,0.000237473
14.03,1116,1038,1868,1.111349036,5.58E-05,0.469815125,0.000723509,1067,0.000595259,-0.000593789
13.915,1042,924,1687,1.095435685,0.000182249,0.562602812,0.00238452,961,0.000649725,-0.008230499
13.8575,1465,1268,2341,1.083297736,0.000138977,0.703686602,0.001892102,1315,0.000462948,-0.004140793
13.8925,928,840,1550,1.083870968,0.000293938,0.520491183,0.003140108,883,0.000699723,0.002522524
13.8975,2575,2510,4503,1.114812347,2.02E-05,0.702461997,0.001584539,2544,0.000247626,0.000359842
13.895,1165,1106,1977,1.11886697,0.00015961,0.637302842,0.002931233,1135,0.000566228,-0.000179905
13.7775,961,897,1638,1.095238095,0.00020345,0.569972736,0.002160233,928,0.000669052,-0.008492236
13.69583333,1102,946,1701,1.11228689,7.72E-05,0.602689877,0.001582779,982,0.000654286,-0.005945176
13.7625,2617,2538,4793,1.05904444,5.37E-06,0.711211816,0.000493143,2576,0.000221003,0.004855852
13.7775,1445,1353,2522,1.07295797,8.20E-05,0.704735686,0.002202465,1387,0.000425608,0.001089325
13.82916667,2142,2054,3752,1.094882729,2.02E-05,0.709097721,0.001467399,2082,0.000291891,0.003743062
13.85166667,657,566,1064,1.063909774,0.000555624,0.66095971,0.005169173,588,0.001000856,0.001625674
13.8475,952,881,1600,1.10125,9.05E-05,0.548316584,0.001267361,913,0.000688712,-0.000300851
13.95666667,1407,1310,2337,1.121095421,0.000154351,0.609419378,0.004380384,1347,0.000479921,0.00785258
14.00916667,1832,1767,3161,1.118000633,1.38E-05,0.633960457,0.000664347,1808,0.000353798,0.003754586
13.95,822,754,1423,1.059732959,0,0.612777225,0,795,0.000745241,-0.004232369
13.9,2589,2528,4566,1.107314936,2.83E-05,0.702907193,0.001396545,2565,0.000242566,-0.003590668
13.94416667,1098,994,1808,1.099557522,0.00032361,0.551807096,0.004415201,1051,0.000608499,0.003172421
13.99833333,1342,1251,2246,1.11398041,0.000139208,0.570557923,0.003222823,1298,0.000496205,0.003877014
14.01916667,1025,932,1736,1.073732719,0.000167942,0.602173225,0.002305748,989,0.000618866,0.001487166
